id,url_product,name_product,price,img_product,cpu_name,gpu,ram_info,ram_type,max_ram_upgrade,storage_capacity,display_size,panel_type,resolution,color_gamut,refresh_rate,display_technology,port,webcam,battery_specifications,physical_dimensions,material,release_year
338206,https://www.thegioididong.com/laptop/hp-240-g10-i3-b73tjat,HP 240 G10 i3 1315U (B73TJAT),13.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338206/hp-240-g10-i3-b73tjat-638851477921384452-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",8 GB,DDR4 (1 khe 8 GB + 1 khe rời),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.36 kg,Vỏ nhựa,2024
327098,https://www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,HP 15 fc0085AU R5 7430U (A6VV8PA),16.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327098/hp-15-fc0085au-r5-a6vv8pa-170225-110652-878-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","2 x USB Type-A, HDMI, 1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu), 1 x Headphone/microphone combo",HD webcam,"3-cell Li-ion, 41 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.59 kg,Vỏ nhựa,2023
326049,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,HP 245 G10 R5 7530U (A20TDPT),13.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326049/hp-245-g10-r5-a20tdpt-170225-110347-587-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",8 GB,DDR4 (1 khe 8 GB onboard + 1 khe trống),16 GB,512 GB SSD NVMe PCIe,"14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.36 kg,Vỏ nhựa,2024
340483,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2017tu-core-5-9z2v5pa,HP Pavilion X360 14 ek2017TU Core 5 120U (9Z2V5PA),22.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340483/hp-pavilion-x360-14-ek2017tu-core-5-9z2v5pa-638900119855465336-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR4 (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,300 nits,"2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HD webcam,"3-cell, 43Wh",Dài 322 mm - Rộng 210 mm - Dày 19.9 mm - 1.5 kg,Vỏ nhựa,2024
341623,https://www.thegioididong.com/laptop/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa,HP Gaming VICTUS 15 fb3116AX R7 7445HS (BX8U4PA),28.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341623/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa-thumb01-638899050739008488-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,144Hz,"Chống chói Anti Glare, 300 nits","Jack tai nghe 3.5 mm, 2 x USB Type-A, LAN (RJ45), HDMI 2.1, 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)",HD webcam,"3-cell, 52.5Wh",Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm - 2.29 kg,Vỏ nhựa,2025
358797,https://www.thegioididong.com/laptop/hp-15-fd1288tu-ultra-7-155h-c2cv7pa,HP 15 fd1288TU Ultra 7 155H (C2CV7PA),24.990.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/358797/hp-15-fd1288tu-ultra-7-155h-c2cv7pa-thumb-638985447995317468-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,"512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, 1 x Headphone/ Microphone combo audio jack, HDMI, 1 x USB 3.2 Gen 1 Type-C",HP True Vision 720p HD camera,"3-cell Li-Po, 41.04 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.65 kg,Vỏ nhựa,2025
326830,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa?utm_flashsale=1,HP Pavilion X360 14 ek2024TU Core 5 120U (9Z2V6PA),21.390.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326830/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa-170225-110535-640-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR4 (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe M.2 PCIe Gen 4.0,"14""",IPS,Full HD (1920 x 1080),62.5% sRGB,60Hz,300 nits,"2 x USB Type-A, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP TrueVision 5 MP,"3-cell, 43Wh",Dài 322 mm - Rộng 210 mm - Dày 18.9 mm - 1.51 kg,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2024
341267,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa,HP OmniBook 5 AI 16 af1048TU Ultra 5 225U (BZ7Q9PA),26.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341267/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa-thumb-3-638978666563774802-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","16""",IPS,WUXGA (1920 x 1200),95% DCI-P3,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 2 x USB Type-C (Power Delivery and DisplayPort)","HP True Vision 1080p FHD camera, Camera IR","3-cell Li-Polymer, 59 Wh",Dài 357.7 mm - Rộng 254.8 mm - Dày 17.9 mm - 1.725 kg,Vỏ hợp kim Nhôm,2025
362398,https://www.thegioididong.com/laptop/hp-15-fd1486tu-ultra-5-125h-d0bh3pa,HP 15 fd1486TU Ultra 5 125H (D0BH3PA),22.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362398/hp-15-fd1486tu-ultra-5-125h-d0bh3pa-thumb-639053708522941531-600x600.jpg,,"Card tích hợp, - Intel Graphics",24 GB,DDR5 (1 khe 24 GB + 1 khe trống),32 GB,"512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, HP Sleep and Charge), 1 x Headphone/ Microphone combo audio jack, HDMI",HD webcam,"3-cell Li-Po, 41.04 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.623 kg,Vỏ nhựa,2026
337043,https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa,HP Pavilion 16 af0054TU Ultra 5 125U (AY8C3PA),22.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337043/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa-bac-15-638879333918766862-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,LPDDR5 (Onboard),Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""",IPS,WUXGA (1920 x 1200),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 2 x USB Type-C (Power Delivery and DisplayPort)",Full HD Webcam,"3-cell Li-ion, 59 Wh",Dài 357.7 mm - Rộng 254.8 mm - Dày 17.9 mm - 1.77 kg,Vỏ kim loại,2024
338208,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0047au-r7-a19bppa?utm_flashsale=1,HP Envy X360 14 fa0047AU R7 8840HS (A19BPPA),29.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338208/hp-envy-x360-14-fa0047au-r7-a19bppa-thumb-638833332894402249-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,LPDDR5 (Onboard),Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",OLED,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,48 - 120 Hz,"Thời gian phản hồi 0.2 ms, Low Blue Light, 400 nits, 500 nits (Khi bật HDR)","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 2 x USB Type-C (Power Delivery and DisplayPort)",Camera IR 5 MP,"3-cell Li-ion, 59 Wh",Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm - 1.39 kg,Vỏ kim loại,2024
358080,https://www.thegioididong.com/laptop/hp-omnibook-x-flip-14-fm0088tu-ultra-5-226v-bz7q2pa,HP OmniBook X Flip 14 fm0088TU Ultra 5 226V (BZ7Q2PA),31.390.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/358080/hp-omnibook-x-flip-14-fm0088tu-ultra-5-226v-bz7q2pa-thumb-2-639029109506758395-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics 130V",16 GB,LPDDR5X (Onboard),16 GB,512 GB SSD M.2 NVMe PCIe Gen 4.0,"14""",IPS,WUXGA (1920 x 1200),62.5% sRGB,Hãng không công bố,"Corning Gorilla Glass 3, 400 nits","1 x USB Type - C (hỗ trợ truyền dữ liệu, Power Delivery 3.1, DisplayPort 1.4a, HP Sleep and Charge), 1 x Thunderbolt 4 with USB Type - C (hỗ trợ truyền dữ liệu, Power Delivery 3.1, DisplayPort 2.1,  HP Sleep and Charge), 2 x USB Type-A, 1 x Headphone/ Microphone combo audio jack, HDMI 2.1",Camera IR 5 MP,"3-cell Li-Po, 59 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.65 kg,Vỏ nhựa,2025
342725,https://www.thegioididong.com/laptop/hp-15-fr0036tu-i5-13420h-bz7u2pa,HP 15 fr0036TU i5 13420H (BZ7U2PA),17.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342725/hp-15-fr0036tu-i5-13420h-bz7u2pa-thumb-2-638986523558528992-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 2 x USB Type-A, 1 x USB Type-C (hỗ trợ truyền dữ liệu,Power Delivery 3.1, DisplayPort 1.4b, HP Sleep and Charge), HDMI 1.4",HP True Vision 720p HD camera,"3-cell Li-ion, 41 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.59 kg,Vỏ nhựa,2025
340481,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2013tu-core-7-9z2v4pa?utm_flashsale=1,HP Pavilion X360 14 ek2013TU Core 7 150U (9Z2V4PA),24.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340481/hp-pavilion-x360-14-ek2013tu-core-7-9z2v4pa-638900119982403211-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR4 (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,300 nits,"2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HD webcam,"3-cell, 43Wh",Dài 322 mm - Rộng 210 mm - Dày 19.9 mm - 1.5 kg,Vỏ nhựa,2024
340486,https://www.thegioididong.com/laptop/hp-15-fd0235tu-i5-9q970pa?utm_flashsale=1,HP 15 fd0235TU i5 1334U (9Q970PA),16.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340486/hp-15-fd0235tu-i5-9q970pa-638900119541558326-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),45% NTSC,Hãng không công bố,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",HD webcam,"3 cell, 41.04 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.59 kg,Vỏ nhựa,2023
339265,https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r7-b91d3pt,HP EliteBook 635 Aero G11 R7 8840HS (B91D3PT),29.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339265/hp-elitebook-635-aero-g11-r7-b91d3pt-thumb-638850648227666003-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",32 GB,LPDDR5 (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""",IPS,WUXGA (1920 x 1200),100% sRGB,Hãng không công bố,"Chống chói Anti Glare, 400 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 2 x USB Type-C (Power Delivery and DisplayPort)",Camera IR 5 MP,"3-cell, 43Wh",Dài 297.3 mm - Rộng 211.2 mm - Dày 15.1 mm - 1 kg,Vỏ kim loại,2025
345510,https://www.thegioididong.com/laptop/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa,HP Gaming VICTUS 15 fa2732TX i5 13420H (B85LPPA),29.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/345510/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa-thumb-638936205435701330-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR4 (1 khe 16 GB + 1 khe rời),32 GB,"512 GB SSD PCIe M.2 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280))","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,144Hz,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, Jack tai nghe 3.5 mm, HDMI, LAN (RJ45), 1 x USB-C 3.2 Gen 1 (hỗ trợ DisplayPort)",HD webcam,"4-cell Li-Po, 70.07 Wh",Dài 358 mm - Rộng 255 mm - Dày 23.5 mm - 2.29 kg,Vỏ nhựa,2024
340479,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3112tu-i7-8u6l9pa,HP Pavilion 15 eg3112TU i7 1355U (8U6L9PA),23.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340479/hp-pavilion-15-eg3112tu-i7-8u6l9pa-638900133723764453-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),45% NTSC,Hãng không công bố,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HD webcam,"3 cell, 41.04 Wh",Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.68 kg,Vỏ nhựa,2023
358796,https://www.thegioididong.com/laptop/hp-14-ep1137tu-ultra-7-155h-c2cy8pa,HP 14 ep1137TU Ultra 7 155H (C2CY8PA),24.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/358796/hp-14-ep1137tu-ultra-7-155h-c2cy8pa-thumb-638984649413954000-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""",Hãng không công bố,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 2 x USB-A (hỗ trợ USB 3.2 Gen 1), HDMI, 1 x USB Type-C 3.2 Gen 2 (hỗ trợ Power Delivery,DisplayPort,HP Sleep and Charge)",HD webcam,"3-cell Li-Po, 41.04 Wh",Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.4 kg,Vỏ nhựa,2025
358074,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1054tu-ultra-7-255u-c1mn8pa,HP OmniBook 5 AI 16 af1054TU Ultra 7 255U (C1MN8PA),32.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/358074/hp-omnibook-5-ai-16-af1054tu-ultra-7-255u-c1mn8pa-thumb-638965554761304592-600x600.jpg,,"Card tích hợp, - Intel Graphics",32 GB,LPDDR5X (Onboard),32 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","16""",IPS,WUXGA (1920 x 1200),62.5% sRGB,Hãng không công bố,Chống chói Anti Glare,"1 x USB 3.2, 1 x USB 3.2, Jack tai nghe 3.5 mm, HDMI, 2 x USB Type-C 3.2 Gen 2 (hỗ trợ DisplayPort, Power delivery, HP Sleep and Charge)",HP True Vision FHD IR camera with array microphones,"3-cell Li-Po, 59.16 Wh",Dài 357.7 mm - Rộng 254.8 mm - Dày 17.9 mm - 1.77 kg,Vỏ kim loại,2025
311176,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,HP Pavilion 15 eg3093TU i5 1335U (8C5L4PA),19.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/311176/hp-pavilion-15-eg3093tu-i5-8c5l4pa-170225-103330-013-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),32 GB,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)",HD webcam,"3-cell Li-ion, 41 Wh",Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.69 kg,Vỏ kim loại - Nắp lưng bằng nhựa,2023
341622,https://www.thegioididong.com/laptop/hp-15-fd1039tu-core-7-150u-9z2w7pa?utm_flashsale=1,HP 15 fd1039TU Core 7 150U (9Z2W7PA),20.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341622/hp-15-fd1039tu-core-7-150u-9z2w7pa-thumb-3-639109001120523119-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Hãng không công bố,Full HD (1920 x 1080),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 2 x USB Type-A, 1 x USB-C (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2), HDMI 1.4",HD webcam,"3-cell Li-ion, 41 Wh",Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.65 kg,Vỏ nhựa,2024
311177,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA),23.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/311177/hp-pavilion-15-eg3091tu-i7-8c5l2pa-170225-103417-620-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),32 GB,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HD webcam,"3-cell Li-ion, 41 Wh",Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.69 kg,Vỏ kim loại - Nắp lưng bằng nhựa,2023
338207,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat,HP 240 G10 i5 1334U (B93GZAT),18.990.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338207/hp-240-g10-i5-b93gzat-638851478028822363-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",16 GB,DDR4 (1 khe 16 GB + 1 khe rời),32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.36 kg,Vỏ nhựa,2025
341268,https://www.thegioididong.com/laptop/hp-omnibook-uf-14-fh0095tu-ultra-9-288v-bz7s2pa,HP OmniBook UF 14 fh0095TU Ultra 9 288V (BZ7S2PA),61.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341268/hp-omnibook-uf-14-fh0095tu-ultra-9-288v-bz7s2pa-thumb-2-638978682241603192-600x600.jpg,,"Card tích hợp, - Intel Arc 140V",32 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",OLED,2.8K (2880 x 1800) - OLED,100% DCI-P3,120Hz,500 nits (Khi bật HDR),"1 x Headphone/microphone combo, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort), 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)",Camera IR 9 MP,"6-cell Li-Po, 64 Wh",Dài 313.7 mm - Rộng 216.2 mm - Dày 14.9 mm - 1.33 kg,Vỏ hợp kim Nhôm,2025
341624,https://www.thegioididong.com/laptop/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa,HP Gaming VICTUS 15 fb3115AX R7 7445HS (BX9C9PA),30.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341624/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa-thumb-638899046284890217-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),62.5% sRGB,144Hz,"Chống chói Anti Glare, 300 nits","Jack tai nghe 3.5 mm, 2 x USB Type-A, LAN (RJ45), HDMI 2.1, 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)",HD webcam,"4-cell Li-ion, 70 Wh",Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm - 2.29 kg,Vỏ nhựa,2025
341266,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1046tu-ultra-5-225u-bz7q8pa,HP OmniBook 5 AI 16 af1046TU Ultra 5 225U (BZ7Q8PA),27.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341266/hp-omnibook-5-ai-16-af1046tu-ultra-5-225u-bz7q8pa-thumb-2-638978686943565572-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","16""",IPS,WUXGA (1920 x 1200),95% DCI-P3,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 2 x USB Type-C (Power Delivery and DisplayPort)","HP True Vision 1080p FHD camera, Camera IR","3-cell Li-Polymer, 59 Wh",Dài 357.7 mm - Rộng 254.8 mm - Dày 17.9 mm - 1.734 kg,Vỏ hợp kim Nhôm,2025
345500,https://www.thegioididong.com/laptop/hp-probook-4-g1i-16-ultra-5-225u-bq5d4pt,HP Probook 4 G1i 16 Ultra 5 225U (BQ5D4PT),26.990.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/345500/hp-probook-4-g1i-16-ultra-5-225u-bq5d4pt-thumb-638936179391158436-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 16 GB + 1 khe rời),32 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","16""",IPS,WUXGA (1920 x 1200),62.5% sRGB,Hãng không công bố,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, Jack tai nghe 3.5 mm, HDMI, LAN (RJ45), 2 x USB Type-C 3.2 Gen 2 (hỗ trợ Power Delivery, DisplayPort)",FHD 1080p,"3-cell Li-Po, 56.04 Wh",Dài 359.4 mm - Rộng 251 mm - Dày 17 mm - 1.819 kg,Vỏ nhôm,2025
